,animal_velocity
00:00:55.200000,0.9247094162834192
00:00:55.400000,0.8109584792124604
00:00:55.600000,0.697207542141502
00:00:55.800000,0.5834566050705435
00:00:56,0.4820586921880594
00:00:56.200000,0.4985293911060253
00:00:56.400000,0.5150000900239913
00:00:56.600000,0.5314707889419571
00:00:56.800000,0.5479414878599229
00:00:57,0.5520591625894145
00:00:57.200000,0.4813411792953515
00:00:57.400000,0.4106231960012886
00:00:57.600000,0.3399052127072257
00:00:57.800000,0.26918722941316275
00:00:58,0.19846924611909986
00:00:58.200000,0.19071425419562865
00:00:58.400000,0.18295926227215745
00:00:58.600000,0.17520427034868624
00:00:58.800000,0.16744927842521504
00:00:59,0.16115407698102685
00:00:59.200000,0.1631004642867375
00:00:59.400000,0.16504685159244814
00:00:59.600000,0.1669932388981588
00:00:59.800000,0.1689396262038695
00:01:00,0.16942622303029714
00:01:00.200000,0.16586101364363215
00:01:00.400000,0.16229580425696713
00:01:00.600000,0.15873059487030214
00:01:00.800000,0.15516538548363712
00:01:01,0.1531395096895057
00:01:01.200000,0.1551919544795505
00:01:01.400000,0.15724439926959527
00:01:01.600000,0.15929684405964006
00:01:01.800000,0.16134928884968486
00:01:02,0.16186240004719604
00:01:02.200000,0.15416526415392787
00:01:02.400000,0.1464681282606597
00:01:02.600000,0.13877099236739152
00:01:02.800000,0.13107385647412334
00:01:03,0.12732595301528446
00:01:03.200000,0.1325915962611902
00:01:03.400000,0.1378572395070959
00:01:03.600000,0.1431228827530016
00:01:03.800000,0.14838852599890734
00:01:04,0.14970493681038374
00:01:04.200000,0.148405918424058
00:01:04.400000,0.14710690003773225
00:01:04.600000,0.14580788165140648
00:01:04.800000,0.14450886326508072
00:01:05,0.17119767026381266
00:01:05.200000,0.20851477077722289
00:01:05.400000,0.24583187129063316
00:01:05.600000,0.2831489718040434
00:01:05.800000,0.3204660723174536
00:01:06,0.6390973545973125
00:01:06.200000,1.0515000307993212
00:01:06.400000,1.4639027070013295
00:01:06.600000,1.876305383203338
00:01:06.800000,2.2887080594053466
00:01:07,2.542006108288733
00:01:07.200000,2.742269281399245
00:01:07.400000,2.9425324545097578
00:01:07.600000,3.1427956276202704
00:01:07.800000,3.3430588007307818
00:01:08,3.6619367629190296
00:01:08.200000,4.020352988133189
00:01:08.400000,4.378769213347351
00:01:08.600000,4.737185438561509
00:01:08.800000,5.0956016637756685
00:01:09,5.7682130827762474
00:01:09.200000,6.545556233038968
00:01:09.400000,7.322899383301687
00:01:09.600000,8.100242533564407
00:01:09.800000,8.877585683827125
00:01:10,9.071921471392804
00:01:10.200000,8.712198177404538
00:01:10.400000,8.352474883416273
00:01:10.600000,7.992751589428006
00:01:10.800000,7.633028295439741
00:01:11,7.273305001451473
00:01:11.200000,6.538893796228503
00:01:11.400000,5.804482591005533
00:01:11.600000,5.070071385782564
00:01:11.800000,4.335660180559594
00:01:12,4.512615649264409
00:01:12.200000,5.7277712145014545
00:01:12.400000,6.942926779738502
00:01:12.600000,8.15808234497555
00:01:12.800000,9.373237910212598
00:01:13,9.685762106102796
00:01:13.200000,9.697409178877383
00:01:13.400000,9.709056251651967
00:01:13.600000,9.720703324426553
00:01:13.800000,9.732350397201136
00:01:14,9.735262165394783
00:01:14.200000,7.849986737826179
00:01:14.400000,5.964711310257575
00:01:14.600000,4.079435882688969
00:01:14.800000,2.194160455120364
00:01:15,0.6541188269535751
00:01:15.200000,1.1144305594893311
00:01:15.400000,1.5747422920250873
00:01:15.600000,2.0350540245608437
00:01:15.800000,2.4953657570965992
00:01:16,2.9963345028795554
00:01:16.200000,3.5108555864115774
00:01:16.400000,4.025376669943601
00:01:16.600000,4.539897753475621
00:01:16.800000,5.054418837007644
00:01:17,5.527529944601143
00:01:17.200000,5.986837726881803
00:01:17.400000,6.446145509162464
00:01:17.600000,6.905453291443124
00:01:17.800000,7.364761073723782
00:01:18,7.4795880192939475
00:01:18.200000,6.6479398694815295
00:01:18.400000,5.816291719669112
00:01:18.600000,4.9846435698566935
00:01:18.800000,4.152995420044275
00:01:19,4.37228750679614
00:01:19.200000,5.773541155548519
00:01:19.400000,7.174794804300897
00:01:19.600000,8.576048453053275
00:01:19.800000,9.977302101805655
00:01:20,10.327615513993749
00:01:20.200000,9.551607179193443
00:01:20.400000,8.775598844393137
00:01:20.600000,7.9995905095928315
00:01:20.800000,7.223582174792523
00:01:21,6.447573839992218
00:01:21.200000,5.9799639310386326
00:01:21.400000,5.512354022085047
00:01:21.600000,5.044744113131461
00:01:21.800000,4.577134204177876
00:01:22,6.43766906176319
00:01:22.200000,9.541862083815056
00:01:22.400000,12.646055105866921
00:01:22.600000,15.750248127918788
00:01:22.800000,18.854441149970654
00:01:23,19.63048940548362
00:01:23.200000,18.562445515556053
00:01:23.400000,17.494401625628473
00:01:23.600000,16.426357735700904
00:01:23.800000,15.358313845773337
00:01:24,14.290269955845766
00:01:24.200000,11.879713092049698
00:01:24.400000,9.469156228253636
00:01:24.600000,7.058599364457573
00:01:24.800000,4.648042500661509
00:01:25,2.2374856368654443
00:01:25.200000,2.019379393807629
00:01:25.400000,1.8012731507498134
00:01:25.600000,1.583166907691998
00:01:25.800000,1.3650606646341823
00:01:26,1.175996426439906
00:01:26.200000,1.2147190995912915
00:01:26.400000,1.253441772742677
00:01:26.600000,1.2921644458940624
00:01:26.800000,1.330887119045448
00:01:27,1.8550780851576447
00:01:27.200000,2.541091815590113
00:01:27.400000,3.2271055460225817
00:01:27.600000,3.9131192764550495
00:01:27.800000,4.599133006887519
00:01:28,4.770636439495635
00:01:28.200000,3.9917519138392974
00:01:28.400000,3.21286738818296
00:01:28.600000,2.433982862526623
00:01:28.800000,1.6550983368702852
00:01:29,1.1284016729170907
00:01:29.200000,1.4646521551879483
00:01:29.400000,1.8009026374588053
00:01:29.600000,2.1371531197296623
00:01:29.800000,2.47340360200052
00:01:30,2.5574662225682343
00:01:30.200000,2.0976275547925165
00:01:30.400000,1.6377888870167991
00:01:30.600000,1.1779502192410811
00:01:30.800000,0.7181115514653635
00:01:31,0.5710433443486013
00:01:31.200000,0.9880706252272085
00:01:31.400000,1.4050979061058158
00:01:31.600000,1.8221251869844228
00:01:31.800000,2.23915246786303
00:01:32,2.3434092880826816
00:01:32.200000,2.0147512474546807
00:01:32.400000,1.6860932068266794
00:01:32.600000,1.3574351661986783
00:01:32.800000,1.0287771255706777
00:01:33,0.7001190849426765
00:01:33.200000,0.6865243365982784
00:01:33.400000,0.6729295882538803
00:01:33.600000,0.6593348399094823
00:01:33.800000,0.6457400915650842
00:01:34,0.632145343220686
00:01:34.200000,0.6321335766655529
00:01:34.400000,0.6321218101104199
00:01:34.600000,0.6321100435552868
00:01:34.800000,0.6320982770001538
00:01:35,0.9135146416670727
00:01:35.200000,1.2887521499631425
00:01:35.400000,1.6639896582592117
00:01:35.600000,2.039227166555282
00:01:35.800000,2.4144646748513514
00:01:36,2.508274051925369
00:01:36.200000,2.0522102733748406
00:01:36.400000,1.5961464948243125
00:01:36.600000,1.1400827162737843
00:01:36.800000,0.6840189377232564
00:01:37,0.5476492927414316
00:01:37.200000,0.9739081374997024
00:01:37.400000,1.4001669822579728
00:01:37.600000,1.8264258270162437
00:01:37.800000,2.252684671774514
00:01:38,2.359249382964082
00:01:38.200000,1.9359045681386244
00:01:38.400000,1.5125597533131667
00:01:38.600000,1.0892149384877092
00:01:38.800000,0.6658701236622515
00:01:39,0.5897379075089886
00:01:39.200000,1.0526880390719144
00:01:39.400000,1.5156381706348403
00:01:39.600000,1.9785883021977664
00:01:39.800000,2.441538433760692
00:01:40,2.7773845268703248
00:01:40.200000,3.0708626071621934
00:01:40.400000,3.364340687454062
00:01:40.600000,3.6578187677459306
00:01:40.800000,3.9512968480377992
00:01:41,4.024666368110767
00:01:41.200000,3.2567669891212985
00:01:41.400000,2.4888676101318303
00:01:41.600000,1.7209682311423626
00:01:41.800000,0.9530688521528944
00:01:42,0.19188187741046955
00:01:42.200000,0.2008317497398604
00:01:42.400000,0.20978162206925124
00:01:42.600000,0.21873149439864206
00:01:42.800000,0.2276813667280329
00:01:43,0.2299188348103806
00:01:43.200000,0.22307762991732893
00:01:43.400000,0.21623642502427726
00:01:43.600000,0.20939522013122555
00:01:43.800000,0.20255401523817385
00:01:44,0.1974949847999989
00:01:44.200000,0.1998712174065012
00:01:44.400000,0.20224745001300354
00:01:44.600000,0.20462368261950584
00:01:44.800000,0.20699991522600816
00:01:45,0.3060221925767531
00:01:45.200000,0.43725981817557896
00:01:45.400000,0.5684974437744048
00:01:45.600000,0.6997350693732307
00:01:45.800000,0.8309726949720565
00:01:46,0.8637821013717629
00:01:46.200000,0.7361494519976048
00:01:46.400000,0.6085168026234468
00:01:46.600000,0.4808841532492886
00:01:46.800000,0.3532515038751305
00:01:47,0.3537139688539577
00:01:47.200000,0.5245074546579379
00:01:47.400000,0.6953009404619183
00:01:47.600000,0.8660944262658985
00:01:47.800000,1.0368879120698788
00:01:48,1.8971685752354608
00:01:48.200000,2.987278297521577
00:01:48.400000,4.077388019807692
00:01:48.600000,5.1674977420938095
00:01:48.800000,6.257607464379925
00:01:49,6.5301348949514555
00:01:49.200000,5.356420848706244
00:01:49.400000,4.182706802461031
00:01:49.600000,3.0089927562158216
00:01:49.800000,1.8352787099706107
00:01:50,0.6615646637254006
00:01:50.200000,0.5741561867573497
00:01:50.400000,0.4867477097892988
00:01:50.600000,0.3993392328212479
00:01:50.800000,0.311930755853197
00:01:51,0.2855540166434869
00:01:51.200000,0.3669296669879412
00:01:51.400000,0.4483053173323955
00:01:51.600000,0.5296809676768499
00:01:51.800000,0.6110566180213042
00:01:52,0.7013384067122919
00:01:52.200000,0.7945889081854572
00:01:52.400000,0.8878394096586226
00:01:52.600000,0.9810899111317879
00:01:52.800000,1.0743404126049534
00:01:53,1.1181744084955056
00:01:53.200000,1.1455362358585202
00:01:53.400000,1.1728980632215344
00:01:53.600000,1.200259890584549
00:01:53.800000,1.2276217179475637
00:01:54,1.3635052857781305
00:01:54.200000,1.5355627670978818
00:01:54.400000,1.7076202484176333
00:01:54.600000,1.8796777297373843
00:01:54.800000,2.051735211057136
00:01:55,2.0947495813870733
00:01:55.200000,2.058785168116604
00:01:55.400000,2.022820754846134
00:01:55.600000,1.986856341575664
00:01:55.800000,1.9508919283051944
00:01:56,2.012981876116376
00:01:56.200000,2.1437210242252442
00:01:56.400000,2.274460172334112
00:01:56.600000,2.40519932044298
00:01:56.800000,2.535938468551848
00:01:57,2.568623255579065
00:01:57.200000,2.4474865562267434
00:01:57.400000,2.3263498568744208
00:01:57.600000,2.2052131575220986
00:01:57.800000,2.0840764581697764
00:01:58,1.9629397588174544
00:01:58.200000,1.9477678386281192
00:01:58.400000,1.9325959184387842
00:01:58.600000,1.9174239982494483
00:01:58.800000,1.902252078060113
00:01:59,2.015260605677947
00:01:59.200000,2.186167869420838
00:01:59.400000,2.35707513316373
00:01:59.600000,2.527982396906621
00:01:59.800000,2.698889660649513
00:02:00,2.7416164765852358
00:02:00.200000,2.4794383635000035
00:02:00.400000,2.217260250414771
00:02:00.600000,1.9550821373295384
00:02:00.800000,1.6929040242443056
00:02:01,1.5018289695286304
00:02:01.200000,1.5966330473547068
00:02:01.400000,1.6914371251807832
00:02:01.600000,1.7862412030068595
00:02:01.800000,1.881045280832936
00:02:02,1.9047463002894551
00:02:02.200000,1.901939349147007
00:02:02.400000,1.8991323980045585
00:02:02.600000,1.8963254468621105
00:02:02.800000,1.893518495719662
00:02:03,1.8907115445772136
00:02:03.200000,1.6542637174866306
00:02:03.400000,1.4178158903960474
00:02:03.600000,1.1813680633054642
00:02:03.800000,0.944920236214881
00:02:04,0.7084724091242977
00:02:04.200000,0.6516127902823459
00:02:04.400000,0.5947531714403941
00:02:04.600000,0.5378935525984422
00:02:04.800000,0.4810339337564904
00:02:05,0.42417431491453855
00:02:05.200000,0.3865661772491427
00:02:05.400000,0.3489580395837469
00:02:05.600000,0.3113499019183511
00:02:05.800000,0.2737417642529553
00:02:06,0.2361336265875594
00:02:06.200000,0.2338172361494564
00:02:06.400000,0.2315008457113533
00:02:06.600000,0.22918445527325035
00:02:06.800000,0.2268680648351473
00:02:07,0.2245516743970443
00:02:07.200000,0.220584226598568
00:02:07.400000,0.21661677880009167
00:02:07.600000,0.21264933100161545
00:02:07.800000,0.2086818832031392
00:02:08,0.2074044184394151
00:02:08.200000,0.21099106248575134
00:02:08.400000,0.2145777065320876
00:02:08.600000,0.21816435057842387
00:02:08.800000,0.2217509946247601
00:02:09,0.2303439815553077
00:02:09.200000,0.24060574944725915
00:02:09.400000,0.2508675173392105
00:02:09.600000,0.261129285231162
00:02:09.800000,0.2713910531231133
00:02:10,0.2739564950961012
00:02:10.200000,0.26244172313837044
00:02:10.400000,0.2509269511806397
00:02:10.600000,0.2394121792229089
00:02:10.800000,0.2278974072651782
00:02:11,0.2191943494730785
00:02:11.200000,0.2229433016939199
00:02:11.400000,0.2266922539147613
00:02:11.600000,0.2304412061356027
00:02:11.800000,0.2341901583564441
00:02:12,0.2401322040599435
00:02:12.200000,0.2468052809243288
00:02:12.400000,0.2534783577887141
00:02:12.600000,0.2601514346530995
00:02:12.800000,0.2668245115174848
00:02:13,0.2684927807335811
00:02:13.200000,0.2591884920139876
00:02:13.400000,0.24988420329439406
00:02:13.600000,0.2405799145748005
00:02:13.800000,0.2312756258552069
00:02:14,0.2219713371356134
00:02:14.200000,0.21130696683696573
00:02:14.400000,0.20064259653831806
00:02:14.600000,0.1899782262396704
00:02:14.800000,0.17931385594102275
00:02:15,0.1719171024786674
00:02:15.200000,0.17627392492705715
00:02:15.400000,0.1806307473754469
00:02:15.600000,0.18498756982383666
00:02:15.800000,0.1893443922722264
00:02:16,0.1995959590392928
00:02:16.200000,0.2118124405792514
00:02:16.400000,0.22402892211921
00:02:16.600000,0.23624540365916855
00:02:16.800000,0.24846188519912715
00:02:17,0.2529303780067479
00:02:17.200000,0.2548162079035893
00:02:17.400000,0.2567020378004308
00:02:17.600000,0.2585878676972723
00:02:17.800000,0.2604736975941137
00:02:18,0.26094515506832405
00:02:18.200000,0.25170208469356875
00:02:18.400000,0.2424590143188135
00:02:18.600000,0.2332159439440582
00:02:18.800000,0.22397287356930293
00:02:19,0.21818136059861296
00:02:19.200000,0.22278343713736667
00:02:19.400000,0.2273855136761204
00:02:19.600000,0.2319875902148741
00:02:19.800000,0.23658966675362786
00:02:20,0.2377401858883163
00:02:20.200000,0.2283455229128861
00:02:20.400000,0.21895085993745603
00:02:20.600000,0.20955619696202585
00:02:20.800000,0.2001615339865957
00:02:21,0.20517871559029213
00:02:21.200000,0.2243945083624609
00:02:21.400000,0.2436103011346297
00:02:21.600000,0.26282609390679845
00:02:21.800000,0.28204188667896724
00:02:22,0.28684583487200943
00:02:22.200000,0.27147047439960953
00:02:22.400000,0.2560951139272096
00:02:22.600000,0.2407197534548097
00:02:22.800000,0.2253443929824097
00:02:23,0.21622605151201799
00:02:23.200000,0.2245687435146956
00:02:23.400000,0.2329114355173732
00:02:23.600000,0.2412541275200508
00:02:23.800000,0.2495968195227284
00:02:24,0.25660948909276504
00:02:24.200000,0.2631788178519213
00:02:24.400000,0.26974814661107765
00:02:24.600000,0.27631747537023393
00:02:24.800000,0.2828868041293902
00:02:25,0.2845291363191793
00:02:25.200000,0.2756093341205636
00:02:25.400000,0.26668953192194794
00:02:25.600000,0.25776972972333223
00:02:25.800000,0.2488499275247165
00:02:26,0.2417959209346548
00:02:26.200000,0.24428364841272676
00:02:26.400000,0.24677137589079864
00:02:26.600000,0.24925910336887055
00:02:26.800000,0.2517468308469425
00:02:27,0.2523687627164605
00:02:27.200000,0.25060312174864285
00:02:27.400000,0.2488374807808252
00:02:27.600000,0.2470718398130076
00:02:27.800000,0.24530619884518995
00:02:28,0.24354055787737236
00:02:28.200000,0.24190656726561785
00:02:28.400000,0.24027257665386334
00:02:28.600000,0.2386385860421089
00:02:28.800000,0.23700459543035446
00:02:29,0.23537060481859995
00:02:29.200000,0.2338063412956436
00:02:29.400000,0.2322420777726872
00:02:29.600000,0.2306778142497308
00:02:29.800000,0.2291135507267744
00:02:30,0.2348246125844951
00:02:30.200000,0.24452504642539796
00:02:30.400000,0.2542254802663008
00:02:30.600000,0.2639259141072036
00:02:30.800000,0.2736263479481065
00:02:31,0.2760514564083322
00:02:31.200000,0.2662602851670205
00:02:31.400000,0.256469113925709
00:02:31.600000,0.24667794268439736
00:02:31.800000,0.23688677144308576
00:02:32,0.2375927884452088
00:02:32.200000,0.2515890394364549
00:02:32.400000,0.2655852904277011
00:02:32.600000,0.27958154141894725
00:02:32.800000,0.29357779241019344
00:02:33,0.3053174940363115
00:02:33.200000,0.3163050125407202
00:02:33.400000,0.3272925310451289
00:02:33.600000,0.3382800495495376
00:02:33.800000,0.3492675680539463
00:02:34,0.3520144476800485
00:02:34.200000,0.32575084464419496
00:02:34.400000,0.29948724160834145
00:02:34.600000,0.27322363857248794
00:02:34.800000,0.24696003553663445
00:02:35,0.2281443939280201
00:02:35.200000,0.23807500916433916
00:02:35.400000,0.2480056244006581
00:02:35.600000,0.2579362396369771
00:02:35.800000,0.26786685487329603
00:02:36,0.2703495086823758
00:02:36.200000,0.2671090747793955
00:02:36.400000,0.2638686408764152
00:02:36.600000,0.2606282069734349
00:02:36.800000,0.25738777307045463
00:02:37,0.2616288005599765
00:02:37.200000,0.271604082416646
00:02:37.400000,0.2815793642733156
00:02:37.600000,0.2915546461299851
00:02:37.800000,0.3015299279866546
00:02:38,0.30402374845082203
00:02:38.200000,0.2886769357324944
00:02:38.400000,0.2733301230141668
00:02:38.600000,0.2579833102958392
00:02:38.800000,0.2426364975775116
00:02:39,0.227289684859184
00:02:39.200000,0.2226695309296838
00:02:39.400000,0.21804937700018365
00:02:39.600000,0.21342922307068346
00:02:39.800000,0.2088090691411833
00:02:40,0.21713112508851007
00:02:40.200000,0.2343874049242794
00:02:40.400000,0.2516436847600487
00:02:40.600000,0.268899964595818
00:02:40.800000,0.2861562444315873
00:02:41,0.2932744889878759
00:02:41.200000,0.2970133884510043
00:02:41.400000,0.3007522879141327
00:02:41.600000,0.304491187377261
00:02:41.800000,0.3082300868403894
00:02:42,0.3091648117061715
00:02:42.200000,0.2930881372813457
00:02:42.400000,0.2770114628565199
00:02:42.600000,0.2609347884316941
